Book_Name,Author,5_star,Ratings,Reviews
Byzantium: The Early Centuries,John Julius Norwich,4.32,"1,663",130,855,559,199,34,16
Ferien auf Saltkrokan,Astrid Lindgren,4.34,"5,105",266,"2,800","1,455",681,134,35
Master Olof,August Strindberg,2.94,108,3,7,20,48,25,8
A Writer's Diary,Virginia Woolf,4.16,"5,679",322,"2,561","1,957",789,227,145
Athabasca,Alistair MacLean,3.52,"2,198",78,381,709,821,237,50
Flash Fire,Caroline B. Cooney,3.50,466,35,95,121,189,43,18
Bill Peet: An Autobiography,Bill Peet,4.25,"1,625",231,767,569,234,38,17
A Searching Heart,Janette Oke,4.16,"3,002",124,"1,341",958,576,109,18
Batman in the Seventies,Dennis O'Neil,3.91,102,9,23,50,27,1,1
Anansi the Spider: A Tale from the Ashanti,Gerald McDermott,4.11,"7,033",468,"3,074","2,165","1,398",310,86
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.12,"1,211",57,527,418,192,37,37
Devil's Waltz,Jonathan Kellerman,3.95,"11,018",315,"3,102","4,723","2,789",334,70
The Secret,K.A. Applegate,3.73,"5,009",214,"1,270","1,632","1,671",376,60
Pleading Guilty,Scott Turow,3.69,"7,848",325,"1,883","2,748","2,366",616,235
Molly's Surprise: A Christmas Story,Valerie Tripp,4.02,"3,825",125,"1,441","1,193","1,043",117,31
"I, Claudius/Claudius the God",Robert Graves,4.44,"3,040",129,"1,725",974,295,35,11
The Poet,Michael Connelly,4.22,"95,068","3,770","41,072","37,379","13,629","2,174",814
Richard's Cork Leg,Brendan Behan,3.89,19,0,4,9,6,0,0
في ساعة نحس,Gabriel García Márquez,3.43,"9,121",685,"1,285","2,978","3,467","1,113",278
Mandie and the Secret Tunnel,Lois Gladys Leppard,4.00,"4,851",286,"1,872","1,517","1,137",258,67
The Descent of Woman,Elaine Morgan,4.14,807,83,352,285,121,32,17
On China,Leon Trotsky,4.36,33,1,21,8,1,1,2
The Battle of the Bulge,John  Toland,4.14,954,72,358,397,175,21,3
Critical Path,R. Buckminster Fuller,4.25,"1,037",85,513,325,151,37,11
Buda 8,Osamu Tezuka,4.17,24,0,10,8,6,0,0
The Pilgrim’s Regress,C.S. Lewis,3.85,"9,296",675,"2,887","3,202","2,349",640,218
"The Gulag Archipelago, 1918 - 1956: An Experiment in Literary Investigation, Books I-II",Aleksandr Solzhenitsyn,4.36,"9,222",782,"5,066","2,810","1,058",204,84
The Rat-Pit,Patrick MacGill,4.37,38,3,22,10,4,2,0
Variations Enigmatiques,Éric-Emmanuel Schmitt,3.99,"1,642",205,554,645,325,101,17
Icefields,Thomas Wharton,3.54,898,114,178,296,295,95,34
The Making of the Atomic Bomb,Richard Rhodes,4.37,"19,613","1,232","11,206","5,457","2,194",515,241
The Smell of Evil,Charles Birkin,3.66,38,7,10,11,12,4,1
"Yesterday, I Cried",Iyanla Vanzant,4.25,"2,802",181,"1,422",837,398,104,41
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,4.41,"117,445","3,269","69,028","33,825","10,394","2,457","1,741"
The Twits,Roald Dahl,3.97,"137,070","4,561","50,673","43,977","32,372","7,771","2,277"
Pure Temptation,Connie Mason,3.75,328,24,104,95,84,33,12
Reflections in a Golden Eye,Carson McCullers,3.83,"5,670",552,"1,413","2,328","1,529",328,72
The Butter Battle Book,Dr. Seuss,4.15,"13,851",659,"6,493","4,056","2,420",641,241
Topper,Thorne Smith,3.70,"1,034",136,267,337,307,95,28
The Other,Thomas Tryon,3.99,"21,356",937,"7,685","7,539","4,670","1,058",404
The Honorable Imposter: 1620,Gilbert Morris,4.03,"2,238",129,913,675,502,111,37
Our Spoons Came from Woolworths,Barbara Comyns,3.90,"2,690",428,715,"1,180",618,152,25
The Diversion,K.A. Applegate,4.00,"2,011",87,731,672,497,100,11
Tempo di uccidere,Ennio Flaiano,3.85,931,118,230,392,257,41,11
The Challenge of the Left Opposition 1928-29,Leon Trotsky,3.83,6,0,4,0,0,1,1
Funny Boy,Shyam Selvadurai,4.02,"6,928",654,"2,193","3,037","1,413",233,52
Mermaids,Patty  Dann,3.70,816,107,214,245,272,67,18
Csardas,Diane Pearson,4.17,"1,006",103,460,330,161,39,16
A Grace Disguised: How the Soul Grows through Loss,Jerry Sittser,4.49,"2,576",352,"1,610",710,189,48,19
"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",Robert Kapilow,4.46,"124,202",371,"80,556","25,976","13,627","2,742","1,301"
The Lord God Made Them All,James Herriot,4.42,"26,094",770,"14,829","8,171","2,619",302,173
The Locked Room,Paul Auster,3.88,"4,880",308,"1,293","2,108","1,151",263,65
The Prophetic Imagination,Walter Brueggemann,4.33,"4,118",251,"2,168","1,334",465,103,48
"Three Bedrooms, One Corpse",Charlaine Harris,3.81,"19,689",921,"4,792","7,560","6,296",907,134
Deliver Us From Evil: Restoring the Soul in a Disintergrating Culture,Ravi Zacharias,4.19,846,54,381,302,122,26,15
Black Hearts in Battersea,Joan Aiken,4.14,"4,318",223,"1,773","1,600",762,129,54
Descartes' Metaphysical Physics,Daniel Garber,4.21,14,1,7,3,4,0,0
"I Love You, Blue Kangaroo!",Emma Chichester Clark,4.20,553,57,260,165,108,17,3
Burning Your Boats: The Collected Short Stories,Angela Carter,4.30,"2,651",210,"1,336",897,318,74,26
O Jogral de Nossa Senhora,Michel Zink,4.29,7,3,2,5,0,0,0
Salka Valka,Halldór Laxness,4.02,"1,430",112,454,620,290,56,10
No Surrender: My Thirty-Year War,Hiroo Onoda,4.16,"1,585",182,634,629,275,34,13
A Short History of Decay,Emil M. Cioran,4.22,"4,343",373,"2,087","1,430",594,171,61
The Medicine Burns,Adam Klein,3.74,35,6,9,12,10,4,0
Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,4.30,"38,525","2,082","19,968","12,213","4,791","1,019",534
I Can Read With My Eyes Shut!,Dr. Seuss,4.18,"20,278",660,"10,095","5,226","3,745",843,369
Page,Tamora Pierce,4.24,"48,074",911,"22,687","16,371","7,416","1,199",401
The Threat,K.A. Applegate,3.90,"3,328",132,"1,066","1,119",916,200,27
Sadako and the Thousand Paper Cranes,Eleanor Coerr,4.12,"25,168","1,914","10,283","9,135","4,514",918,318
Son of the Morning,Linda Howard,3.98,"7,659",472,"2,834","2,606","1,607",450,162
The Holy Land,Pär Lagerkvist,3.87,186,17,50,71,56,8,1
عصر الحب,Naguib Mahfouz,3.60,"1,992",295,327,771,701,158,35
A Bird in the House,Margaret Laurence,3.93,"2,621",120,770,"1,091",608,120,32
Schoolboy Into War,H.E.L. Mellersh,4.25,4,2,1,3,0,0,0
കാലം | Kaalam,M.T. Vasudevan Nair,3.87,"1,692",58,534,619,389,93,57
Compassion: A Reflection on the Christian Life,Henri J.M. Nouwen,4.35,"1,275",115,698,389,142,32,14
The Midnight Fox,Betsy Byars,3.76,"1,180",136,336,368,352,99,25
Prince of the Blood,Raymond E. Feist,4.01,"24,539",339,"8,109","9,620","5,823",875,112
Heden ben ik nuchter,Herman Brusselmans,3.28,284,8,28,79,128,42,7
The Good Fairies Of New York,Martin Millar,3.52,"5,362",688,"1,106","1,748","1,592",637,279
China Mountain Zhang,Maureen F. McHugh,3.95,"4,168",498,"1,303","1,723",854,209,79
The Drawing of the Dark,Tim Powers,3.93,"4,832",353,"1,397","1,999","1,154",247,35
The Changeling,Zilpha Keatley Snyder,4.18,"1,469",148,667,478,256,51,17
"Пегий пес, бегущий краем моря",Chingiz Aitmatov,4.27,877,71,413,315,125,22,2
The Sailor on the Seas of Fate,Michael Moorcock,3.93,"10,937",443,"3,223","4,390","2,775",486,63
Amazing Ghosts & Other Mysteries,Peter Eldin,3.83,6,2,2,2,1,1,0
The Problem of Divine Foreknowledge and Future Contingents from Aristotle to Suarez,William Lane Craig,4.10,10,1,4,5,0,0,1
Granny Dan,Danielle Steel,3.96,"8,434",386,"3,178","2,548","2,015",537,156
Fantastic Voyage: A Novel,Isaac Asimov,3.91,"27,073",536,"8,032","10,307","7,205","1,239",290
Μικρό βιβλίο για μεγάλα όνειρα,Tasos Livaditis,4.52,248,17,155,73,16,2,2
Lost in the City,Edward P. Jones,4.06,"3,119",358,"1,149","1,228",572,133,37
Lucky,Alice Sebold,3.77,"98,287","4,564","24,985","37,554","26,639","6,681","2,428"
The Transitional Program for Socialist Revolution,Leon Trotsky,4.17,330,22,173,89,31,25,12
Can I Get There By Candlelight?,Jean Slaughter Doty,4.23,493,59,238,155,80,16,4
Prater Violet,Christopher Isherwood,3.77,"1,465",171,291,646,442,74,12
Kein Keks für Kobolde,Cornelia Funke,4.12,364,23,137,143,75,7,2
Wanderer,Sterling Hayden,4.21,594,71,275,209,76,25,9
Mathematical Physics,Eugene Butkov,4.16,19,4,8,6,5,0,0
Black Girl Lost,Donald Goines,4.33,"2,418",217,"1,332",676,321,61,28
Mrs. 'Arris Goes to Paris,Paul Gallico,3.94,"3,556",553,"1,054","1,496",807,153,46
The Broken Wings,Kahlil Gibran,3.95,"22,616","2,901","7,974","7,841","4,954","1,377",470
The Lime Works,Thomas Bernhard,4.13,"1,391",146,573,514,229,62,13
Las máscaras del héroe,Juan Manuel de Prada,4.10,177,25,72,67,27,5,6
Dragons of Spring Dawning,Margaret Weis,4.13,"56,098",758,"23,485","19,799","10,044","2,074",696
Tomorrow in the Battle Think on Me,Javier Marías,3.98,"6,190",645,"2,184","2,318","1,173",380,135
Lucky at Cards,Sheldon Lord,3.76,"1,187",129,245,507,358,58,19
The Diaries of Adam and Eve,Mark Twain,3.88,"15,954","1,737","4,953","5,728","3,929","1,086",258
Foreign Affairs,Alison Lurie,3.75,"11,613",890,"2,766","4,488","3,252",852,255
The Conquest,Jude Deveraux,3.89,"4,280",115,"1,385","1,400","1,199",249,47
Menneske og maktene,Olav Duun,3.62,219,5,51,70,71,18,9
Enigma,Robert   Harris,3.88,"14,698",747,"3,637","6,508","3,821",646,86
Children of the Lens,"E.E. ""Doc"" Smith",3.97,"2,745",85,931,"1,005",645,136,28
The Pregnant Virgin: A Process of Psychological Transformation,Marion Woodman,4.46,397,22,252,94,36,11,4
The Master of Petersburg,J.M. Coetzee,3.63,"3,617",326,678,"1,381","1,163",318,77
Inventing the AIDS Virus,Peter H. Duesberg,3.93,176,21,75,50,27,11,13
كيف ندعو الناس؟,محمد قطب,4.23,124,18,67,29,20,5,3
Midnight Cowboy,James Leo Herlihy,3.97,"2,507",263,821,971,560,118,37
Love in the Ruins,Walker Percy,3.83,"3,848",360,"1,099","1,475",903,278,93
The Summer of Black Widows,Sherman Alexie,4.24,494,34,227,177,77,10,3
Shards of a Broken Crown,Raymond E. Feist,4.05,"21,919",193,"7,571","8,711","4,824",700,113
"A Harvest of Our Dreams; With, Elegy for the Revolution: Poems",Kofi Anyidoho,3.91,11,1,5,2,2,2,0
The Sword of the Lictor,Gene Wolfe,4.19,"9,608",372,"4,382","3,205","1,558",357,106
Sweet Dreams,Michael Frayn,3.49,169,28,33,60,45,19,12
The Semi-Attached Couple and the Semi-Detached House,Emily Eden,3.82,456,61,108,194,119,32,3
The Wildflowers,V.C. Andrews,3.88,"2,814",65,"1,041",778,685,239,71
Great Molinas,Neil D. Isaacs,3.00,4,1,0,1,2,1,0
Tales of Moonlight and Rain,Ueda Akinari,3.84,"2,185",185,560,857,640,118,10
Children of the Night,Dan Simmons,3.72,"7,708",484,"1,848","2,717","2,398",597,148
The Street Sparrows,Rose Ayers,4.51,35,5,21,11,3,0,0
"Anarquistas, graças a Deus",Zélia Gattai,4.21,748,50,342,261,109,33,3
Galactic Pot-Healer,Philip K. Dick,3.61,"4,822",370,867,"1,743","1,741",407,64
Bloom County: Loose Tails,Berkeley Breathed,4.37,"7,450",55,"4,338","1,974",830,180,128
Cloud Mountain,Aimee E. Liu,3.75,403,60,108,139,117,27,12
Inferno,Larry Niven,3.83,"5,795",373,"1,583","2,184","1,555",384,89
Τραβέρσο,Nikos Kavvadias,4.53,660,18,430,160,59,11,0
The Makioka Sisters,Jun'ichirō Tanizaki,4.04,"8,631","1,035","3,057","3,472","1,604",394,104
La amortajada,María Luisa Bombal,3.97,"2,461",247,908,869,462,152,70
Lightning Strikes,V.C. Andrews,3.83,"4,351",84,"1,472","1,174","1,256",372,77
Stahl's Essential Psychopharmacology: Neuroscientific Basis and Practical Applications,Stephen M. Stahl,4.40,311,15,175,91,39,5,1
The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker,4.17,"3,853",146,"1,871","1,055",718,129,80
Postcards from No Man's Land,Aidan Chambers,3.67,"2,564",279,652,865,690,262,95
The Jokers,Albert Cossery,3.79,727,115,187,274,203,51,12
The Day of Christ's Return Student,Andrew Kuyvenhoven,4.33,6,0,3,2,1,0,0
Feeling Good: The New Mood Therapy,David D. Burns,4.04,"29,892","1,438","12,586","9,354","5,451","1,610",891
The New Penguin Atlas of Medieval History,Colin McEvedy,4.16,357,32,143,146,53,12,3
Grey Mask,Patricia Wentworth,3.71,"5,607",527,"1,348","1,969","1,741",422,127
O Relógio Belisário,José J. Veiga,3.29,7,0,1,2,2,2,0
Dark Knights And Dingy Castles,Terry Deary,4.05,710,29,245,275,168,21,1
Stations of the Tide,Michael Swanwick,3.69,"2,486",220,651,856,633,260,86
Homographesis: Essays in Gay Literary and Cultural Theory,Lee Edelman,4.02,47,3,16,17,13,1,0
Orphans,V.C. Andrews,3.93,"2,172",42,840,605,505,171,51
The Tin Princess,Philip Pullman,3.80,"8,233",317,"2,003","3,239","2,432",479,80
If I Should Die Before I Wake,Han Nolan,4.06,"4,501",424,"1,785","1,552",874,207,83
Palm-of-the-Hand Stories,Yasunari Kawabata,3.93,"2,914",287,961,"1,046",680,187,40
A Curtain of Green and Other Stories,Eudora Welty,4.04,"1,096",121,402,422,205,50,17
The Invasion,K.A. Applegate,3.86,"16,194","1,302","5,226","5,289","4,266",979,434
The Life of Andrew Jackson,Robert V. Remini,4.04,"3,608",135,"1,401","1,264",703,181,59
التاريخ العاصف لعلم وراثة الإنسان,Daniel J. Kevles,3.77,158,11,46,48,50,9,5
Grand Opening,Jon Hassler,3.95,819,69,220,382,178,34,5
Beyond the Sky and the Earth: A Journey Into Bhutan,Jamie Zeppa,4.17,"3,733",391,"1,534","1,482",565,112,40
Good Times/Bad Times,James Kirkwood Jr.,4.21,529,63,250,174,77,22,6
Lady Be Good,Susan Elizabeth Phillips,3.99,"17,447",728,"5,998","6,516","3,935",810,188
An Infamous Army,Georgette Heyer,3.69,"4,366",406,"1,166","1,390","1,240",449,121
The Convenient Marriage,Georgette Heyer,3.69,"14,927","1,664","3,628","5,110","4,471","1,340",378
Love's Abiding Joy,Janette Oke,4.19,"10,988",214,"5,115","3,485","1,903",348,137
Nightmare Alley,William Lindsay Gresham,3.85,"5,627",857,"1,558","2,239","1,352",388,90
Hidden Leaves,V.C. Andrews,3.87,"2,246",38,820,593,592,194,47
The Cosmological Eye,Henry Miller,3.88,313,10,98,113,74,23,5
Open Heart,A.B. Yehoshua,3.48,357,43,74,114,98,50,21
SCUM Manifesto,Valerie Solanas,3.71,"7,850","1,127","2,393","2,356","1,935",739,427
Everything You Always Wanted to Know About Sex: But Were Afraid to Ask,David Reuben,3.26,526,62,92,129,184,65,56
The High House,James Stoddard,4.09,579,82,239,204,97,29,10
Junk Bonds and Corporate Raiders: Academe in the Hour of the Wolf,Camille Paglia,4.62,13,0,9,3,1,0,0
Flight to Canada,Ishmael Reed,3.69,"1,191",93,269,452,335,98,37
If Beale Street Could Talk,James Baldwin,4.27,"51,232","5,584","23,127","20,427","6,344","1,087",247
Η Ελένη,Yiannis Ritsos,4.55,22,0,14,6,2,0,0
The Complete Yes Minister,Jonathan Lynn,4.54,"2,912",113,"1,897",739,227,35,14
Faith and Rationality: Reason and Belief in God,Alvin Plantinga,3.99,110,8,36,45,23,4,2
Dove,Robin Lee Graham,4.20,"3,294",262,"1,472","1,166",523,97,36
Green Pharmacy: The History and Evolution of Western Herbal Medicine,Barbara Griggs,4.26,141,13,66,50,22,1,2
The Hearing Trumpet,Leonora Carrington,4.00,"6,264",938,"2,249","2,321","1,253",327,114
The Golden Goblet,Eloise Jarvis McGraw,3.82,"8,571",748,"2,595","3,088","1,981",557,350
The Man Who Fell to Earth,Walter Tevis,4.06,"11,493","1,224","3,795","5,070","2,206",368,54
Amelia Bedelia,Fritz Siebel,4.18,"88,044","1,190","43,781","23,197","15,750","3,635","1,681"
Alexander's Bridge,Willa Cather,3.41,"1,597",240,179,520,696,178,24
Shiva's Fire,Suzanne Fisher Staples,3.99,"1,736",152,598,612,441,76,9
Dr. Seuss's ABC,Dr. Seuss,4.11,"46,593","1,585","22,451","11,522","9,032","2,563","1,025"
Street Corner Society: The Social Structure of an Italian Slum,William Foote Whyte,3.87,266,18,71,104,78,12,1
The Hellbound Heart,Clive Barker,4.07,"50,609","3,193","18,469","19,801","10,049","1,768",522
Anywhere But Here,Mona Simpson,3.55,"3,012",281,587,"1,060",917,324,124
The Pisan Cantos,Ezra Pound,4.10,459,30,215,130,76,23,15
The Light Fantastic,Terry Pratchett,3.99,"141,493","4,694","44,793","58,218","32,048","5,435",999
Batman: Dark Victory,Tim Sale,4.15,"31,313","1,039","12,824","12,097","5,100",960,332
Assignment in Brittany,Helen MacInnes,3.99,"1,917",137,596,812,434,53,22
Pearls of Lutra,Brian Jacques,4.02,"21,082",255,"7,602","7,601","4,830",803,246
Gold Rush Prodigal,Brock Thoene,3.67,172,6,45,53,50,21,3
Lady Oracle,Margaret Atwood,3.68,"13,295",828,"2,433","5,372","4,437",888,165
Asterix in Switzerland,René Goscinny,4.24,"7,018",169,"3,146","2,592","1,144",119,17
Железный король. Узница Шато-Гайара,Maurice Druon,4.46,506,12,292,164,42,6,2
SS-GB,Len Deighton,3.74,"6,986",444,"1,504","2,828","2,096",464,94
The Concubine's Children,Denise Chong,3.90,"1,851",137,490,813,454,69,25
The Nebula Awards 18,Robert Silverberg,3.85,26,2,7,9,9,1,0
Busman's Honeymoon,Dorothy L. Sayers,4.24,"19,940",998,"9,408","6,897","2,814",565,256
"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",David McCullough,4.21,"19,088","1,700","8,373","7,195","2,859",485,176
Nations and Nationalism,Ernest Gellner,3.84,"1,526",63,397,610,412,86,21
Belfast Confetti,Ciaran Carson,4.01,278,16,98,105,58,13,4
Being Here: Poetry 1977-1980,Robert Penn Warren,4.22,27,1,15,5,6,0,1
Sweet Days of Discipline,Fleur Jaeggy,3.69,"4,281",616,909,"1,665","1,252",396,59
The Bridge Over the River Kwai,Pierre Boulle,3.97,"9,135",440,"2,995","3,571","2,016",416,137
Wittgenstein's Nephew,Thomas Bernhard,4.04,"5,232",524,"1,899","2,042",959,254,78
Trailerpark,Russell Banks,3.83,"1,047",76,239,462,288,43,15
Novel Without a Name,Dương Thu Hương,3.80,"1,237",127,293,510,337,82,15
The Twelve Kingdoms: Skies of Dawn,Fuyumi Ono,4.48,942,47,558,283,95,5,1
Asterix the Legionary,René Goscinny,4.31,"8,929",224,"4,381","3,099","1,305",122,22
The Weaker Vessel,Antonia Fraser,3.92,"1,368",92,389,584,315,59,21
The Pirate Lord,Sabrina Jeffries,3.87,"4,122",301,"1,259","1,472","1,052",257,82
Tennis Shoes Among the Nephites,Chris Heimerdinger,4.00,"16,690",818,"6,618","5,432","3,232",774,634
XPD,Len Deighton,3.76,"2,095",63,487,797,658,126,27
The Fox in the Attic,Richard Hughes,3.49,435,61,73,158,135,49,20
Reindeer Moon,Elizabeth Marshall Thomas,3.95,"1,696",98,602,558,421,83,32
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,3.54,"13,787",706,"4,091","3,702","3,104","1,319","1,571"
Magic for Marigold,L.M. Montgomery,3.77,"3,973",213,"1,009","1,355","1,329",252,28
I Married Adventure: The Lives of Martin and Osa Johnson,Osa Johnson,4.12,799,103,319,300,146,23,11
The Cult of Loving Kindness,Paul Park,3.82,67,0,22,17,22,6,0
The House Gun,Nadine Gordimer,3.54,"1,389",126,228,541,435,130,55
Aurélia and Other Writings,Gérard de Nerval,4.04,906,47,379,277,177,55,18
In Pursuit of Happiness: Better Living from Plato to Prozac,Mark Kingwell,3.65,108,10,21,37,42,7,1
The Structural Transformation of the Public Sphere: An Inquiry into a Category of Bourgeois Society,Jürgen Habermas,3.87,"1,994",73,616,726,478,131,43
A Tear and a Smile,Kahlil Gibran,3.98,"5,080",426,"1,866","1,739","1,092",291,92
Understanding Graciliano Ramos,Celso Lemos de Oliveira,0.00,0,0,0,0,0,0,0
Bullfrog Builds A House,Rosamond Dauer,4.44,16,2,12,1,2,0,1
Shanghai Baby,Wei Hui,3.23,"4,863",416,749,"1,224","1,665",833,392
The Roman Way,Edith Hamilton,3.84,771,73,220,284,203,48,16
